title,alt_title,type,description,genre,author,artist,rate,image,released
Flash Sword,"A Blade at a Time, 一忽刀, 일홀도",Manhwa,"Dalam Sekejap
Jika kau mengajarkan Seni Bela Diri pada 100000 prajurit hanya satu atau dua dari mereka yang akan menjadi Petarung Sejati","Action, Drama, Fantasy, Martial arts, Shounen",Seol Bong,-,7.0,https://westmanga.fun/wp-content/uploads/2023/12/Flash-Sword.jpg,-
FLEX,플렉스,Manhwa,Semua ketenaran dan uang itu akan kumiliki Shion seorang influencer dengan paras dan tubuh yang sempurna Dia akan berpartisipasi dalam Influencer Survival sambil menyembunyikan Kehidupan gandanya sebagai seorang Livestreamer BJ Lalui 5 misi untuk menjadi terkenal dan bertahanlah Kesempatan emas Lakukan sepenuh hati untuk menang namun jika gagal kau akan dicerca publik Semuanya akan diekspos di sosial media Siapa yang akan bertahan yah ini hanyalah awalnya FLEX ON,"Action, Drama, Martial arts, Seinen",Karman,-,7.0,https://westmanga.fun/wp-content/uploads/2023/12/FLEX-copy.jpg,-
Fly Me to the Moon,플라이 미 투 더 문,Manhwa,A heterogeneous society where supernatural beings blend in For these monsters cruel is not enough to describe them One such monsters unexpected appearance at funeral of Jeongyeons mother forces her to enter their worldDont you hate to see yourself being unfairly manipulated dont you want revenge for all your sufferingSomeone caught her just when she was about to collapseOriginal NovelOriginal WebtoonOfficial English,"Fantasy, Josei, Romance",Lee Soo-yong,-,7.0,https://westmanga.fun/wp-content/uploads/2023/01/Fly-Me-to-the-Moon.jpg,-
Following After the Livestream to Immortal Cultivator,"Genzhe Zhibo Xue Xiuxian , Gēnzhe Zhíbò Xué Xiūxiān , 跟着直播学修仙",Manhua,Mengikuti siaran langsung untuk melakukan latihan penurunan berat badan Tidak sengaja terpeleset dan masuk ke siaran langsung orang lain Apaapaan ini Siaran langsung yang mengajarkan orang untuk kultivasi keabadian Satu jam kemudian Astaga Kurasa aku benarbenar telah berhasil meletakkan dasar untuk kultivasi,Action,漫糖出品,-,7.0,https://westmanga.fun/wp-content/uploads/2023/07/Following-After-the-Livestream-to-Immortal-Cultivator.jpg,-
Fool Night,"Fool's Night, Fuuru Naito, フールナイト, 愚者之夜, 풀 나이트",Manga,Di masa depan yang jauh Bumi diselimuti awan tebal dan tebal Matahari tidak lagi menyinarinya Sebuah dunia di mana sebagian besar tanaman telah layu dan tingkat oksigen telah habis Namun umat manusia telah berhasil bertahan hidup dengan mengembangkan teknologi yang dibutuhkan untuk mengubah manusia menjadi tanaman menghasilkan sejumlah kecil oksigen Untuk hidup sebagai manusia dalam ketidakpastian dunia atau untuk meninggalkan penderitaan sendiri dan memulai hidup baru sebagai tanaman Orang dipaksa untuk membuat pilihan,"Comedy, Drama, Fantasy, Psychological, Sci fi, Seinen, Tragedy",YASUDA Kasumi,YASUDA Kasumi,7.2,https://westmanga.fun/wp-content/uploads/2022/03/a266bde8-65e4-44a4-890b-34a33efa5158.jpg.256-212x300.jpg,2020
For the Musical Genius,"For the Music Genius , 음악천재를 위하여",Manhwa,Kang Hyeon yang malu dengan keluarganya yang miskin memutuskan hubungan dengan orangorang di sekitarnya dan belajar matimatian untuk mencapai kesuksesan namun akhirnya dia menyadari bahwa citacitanya salah Lebih buruk lagi Hyeon yang mengidap kanker tertabrak saat mencoba menyelamatkan seseorang yang terjatuh di rel kereta bawah tanah dan kembali ke masa lalu sambil mendengarkan melodi sebuah simfoni Hyeon yang bertekad untuk tidak menjalani kehidupan yang sama seperti sebelumnya menyadari bahwa ia memiliki bakat musik yang luar biasa,"Drama, Fantasy, Music, School life, Shounen, Slice of Life",Go Gwang,Carrot Studio,7.0,https://westmanga.fun/wp-content/uploads/2024/03/For-the-Musical-Genius-209x300.jpg,-
Forced To Become The Unbelievably Invincible Saintess,"Invincible Goddess, Bèi Pò Chéngwéi Kāi Guà De Wúdí Shèng Nǚ, Forced to Be an Invincible Saintess, 被迫成为开挂的无敌圣女",Manhua,Saint yang dipercaya oleh seluruh kerajaan sebenarnya adalah anak pecundang Apalagi ada pendeta wanita ksatria wanita dan dokter loli di sisinya disinilah perjalanan Saint bersama haremnya dimulai,"Action, Comedy, Drama, Ecchi, Fantasy, Gender Bender, Shounen",星空社,-,7.0,https://westmanga.fun/wp-content/uploads/2022/12/Forced-To-Become-The-Unbelievably-Invincible-Saintess-225x300.jpg,-
Forced To Become the Villains Soninlaw,,Manhua,Seorang penulis kelas tiga yang ditakdirkan masuk neraka karena novelnya yang berakhir buruk bereinkarnasi dalam novelnya sendiri terlahir kembali sebagai menantu jahat  Li Yu Guo Pertarungan kecerdasan dan keberanian antara dia dan protagonis asli dimulai dari sekarang ,"Action, Adventure, Fantasy, Isekai, Manhua",-,-,6.0,https://westmanga.fun/wp-content/uploads/2021/01/1610795038-6420-cover_250x350-1-1-214x300.jpg,-
Foreigner on the Periphery,TFOP 변방의 외노자,Manhwa,Aku tidak ingin bekerja Aku merasa seperti akan menjadi gila karena terlalu bosan Alangkah baiknya jika saya bisa bekerja sedikit dan menghasilkan banyak uang Kurasa bermain dan makan adalah bakat yang tepat untukku Apakah ada cara untuk hidup tanpa bekerja,"Action, Adventure, Fantasy, Shounen",Frost 후로스트,SONNET 소넷,7.25,https://westmanga.fun/wp-content/uploads/2021/09/The-Foreigner-on-the-Periphery-214x300.jpg,-
Foreigner on the Periphery Remake,"Foreigner on the Periphery (Remake), The Foreigner on the Periphery, 변방의 외노자",Manhwa,"Aku tak mau kerja Sumpah aku tidak mau bekerja
Tapi aku tidak punya pilihan lain
Permasalahan dengan Manusia Elf Orc Troll Naga dan imigran makhluk asing tak pernah ada habisnya
Menghabiskan 800 tahun bersama pekerjaan yang membosankan
Perjuangan dari seseorang yang akan mati disaat dia berhenti bekerja","Action, Adventure, Drama, Fantasy, Sci fi, Shounen, Supernatural",Huloseuteu Tyang,-,7.8,https://westmanga.fun/wp-content/uploads/2023/12/Foreigner-on-the-Periphery-Remake-231x300.jpg,-
Fork Knife,,Manhwa,Di sebuah dunia yang tidak mengenal kebaikan perang terus berlanjut Dunia dimana kebencian dan kekerasan antar ras adalah hal biasa Darah ditumpahkan dan mereka membunuh serta dibunuh Di dunia yang kejam ini seorang anak lelaki Lito harus mencari cara untuk bertahan hidup Sebuah fantasi gelap abad pertengahan yang dihuni oleh manusia dan berbagai ras lain,"Action, Fantasy, Shounen",-,-,7.0,https://westmanga.fun/wp-content/uploads/2023/08/Fork-Knife-231x300.jpg,-
Frame Out,フレームアウト,Manga,Seorang yang bernama Doushin yang bercita cita ingin menjadi Sutradara hebat  bertemu dengan Cewek SMA yang bernama Asuka Seorang ahli ParkourSayangnya keduanya tidak memiliki kepercayaan diri akan kemampuan mereka dan berusaha melewati batas merekaTetapi siapa duga kalau pertemuan itu adalah Awal dari takdir yang mengubah mereka Nantikan keseruan Doushin dan Asuka di Oneshot ini,"Oneshot, Psychological, School life, Sports",意味 (Washimi),意味 (Washimi),8.25,https://westmanga.fun/wp-content/uploads/2021/08/image-13-min-201x300.jpg,-
Frankenstein Sore Kara,"Frankenstein Afterwards, フランケンシュタインのそれから",Manga,Monster tanpa nama yang pernah didengar semua orang setidaknya sekali Muncul di hadapannya yang menderita kesepian adalah seorang gadis bernama Sion Dia menamainya Ren dan menawarkan untuk membantu hidupnya Maka dimulailah kehidupan Ren manusia buatan untuk meniru manusia Ini adalah kisah tentang monster yang diciptakan oleh dokter terkenal Victor Frankenstein,"Drama, Oneshot, Romance, Slice of Life",Tachibana Natsuka,-,7.22,https://westmanga.fun/wp-content/uploads/2023/08/Frankenstein-Sore-Kara-209x300.jpg,-
Free Draw,프리드로우,Manhwa,Han TaeSung mantan pemimpin gangster ingin mengubah hidupnya dan mengikuti mimpinya menjadi artis manhwa Sayangnya kehidupan sekolah menengahnya menyimpan lebih banyak untuknya Dari temanteman lamanya geng rival dan presiden klub manhwa yang berlebihan  ini adalah komedi situasi sekolah menengah yang penuh aksi,"Action, Comedy, Drama, School life, Shounen",Jun SunWook,Jun SunWook,8.14,https://westmanga.fun/wp-content/uploads/2021/02/프리드로우-215x300.jpg,-
Free Life Isekai Nandemoya Funtouki,"Free Life: Isekai Nandemoya Funtouki, フリーライフ～異世界何でも屋奮闘記～",Manga,Pokonya isekai seru nes,"Comedy, Fantasy, Isekai",Kigatsukeba Kedama,-,7.6,https://westmanga.fun/wp-content/uploads/2021/01/1610720940-7669-.jpg,"Aug 1, 2017 to ?"
Freezing,フリージング,Manga,Bertemakan masa depan dimana bumi dijajah oleh alien dari dimensi lain yg disebut NOVA Manga ini Bercerita tentang petualangan seorang anak dari jepang bernama Kazuya Aoi yg baru mengikuti latihan di sekolah khusus yg dimodifikasi untuk perempuan yg diseniy PANDORA Para PANDORA ini dilatih untuk dapat menghadapi para Nova yg berusaha menyerang bumi Sang karakter utama berkenalan dengan gadis bernama Bridgette L Satellizer  Satellizer L Bridgette Satellizer adalah PANDORA terkuat sekaligus tercantik di kelasnya Partner ini dikenal dengan nama LIMITER dan tak ada orang yg mau jadi LIMITER Satellizer tapi Kazuya telah memutuskan untuk jadi LIMITERnya,"Action, Comedy, Drama, Ecchi, Mature, Romance, School life, Sci fi, Seinen, Supernatural, Tragedy","Im, Dal Young (Story), Kim, Kwang Hyun (Art)",-,7.1,https://westmanga.fun/wp-content/uploads/2021/01/1610737240-4002-zzz-12.jpg,-
Freezing The World I Built A Doomsday Safehouse,"Freezing the World: I Built a Doomsday Safehouse, Global Freeze: I Created an Apocalypse Shelter, Quán Qiú Bīng Fēng: Wǒ Dǎzàole Mòrì Ānquán Wū, The World Is Frozen: I Built a Doomsday Safe House, TOÀN CẦU BĂNG PHONG: TA CHẾ TẠO PHÒNG AN TOÀN TẠI TẬN THẾ, Я создал бункер в замороженном мире, 全球冰封: 我打造了末日安全屋, 全球冰封：我打造了末日安全屋, 冰封为王, 冰封末日, 地球速冻, 寒武纪大地主",Manhua,"Dunia sedang memasuki zaman es dan 95 umat manusia musnah Dalam kehidupan sebelumnya pahlawan kita Zhang Yi dibunuh secara tragis oleh orangorang yang dia bantu berkat kebaikan hatinya
Tapi jangan takut karena Zhang Yi telah terlahir kembali dan sekarang memiliki kekuatan luar biasa  manipulasi ruang Dia menjadi gila karena menimbun perbekalan untuk kiamat es dan siap menguasai gurun beku Dia bersumpah untuk melepaskan rasa sakit seratus kali lipat pada orangorang yang menyakitinya di masa lalu","Action, Drama, Fantasy, Horror, Shounen",记忆的海,-,7.0,https://westmanga.fun/wp-content/uploads/2024/04/Freezing-The-WorldI-Built-A-Doomsday-Safehouse.jpg,-
From a Sacrifice to the Strongest,"From a Sacrifice to the Strongest, 逆転無双の復讐者~生贄から最強へ~, 逆転無双の復讐者～生贄から最強へ～",Manga,Aku tidak akan menyerah Saat Kai Takeshi menguatkan tekadnya dia menerima keterampilan itu Pembalasan yang Pantang Menyerah Kemunculan gerbang penjara bawah tanah yang tibatiba distorsi akal sehat Nyawanya yang setara dengan nyawa sudah mulai berubah Ia akan diberkahi keabadian selama ia pantang menyerah dengan keahliannya Pantang Menyerah Dia memperoleh kemampuan lain,"Action, Drama, Fantasy, Shounen",AMANO Hazama,"AKIRA Mikito Mitsuru (ミツル), Morechand, POSAN Ataru [Add, ]Studio No.9 [Add, ]",7.0,https://westmanga.fun/wp-content/uploads/2024/04/From-a-Sacrifice-to-the-Strongest.jpg,-
From Another World,フロム・アナザー・ワールド,Manga,dari dunia lain,"Fantasy, Horror, Isekai, Oneshot",-,-,7.0,https://westmanga.fun/wp-content/uploads/2023/04/From-Another-World-209x300.jpg,-
From Goblin to Goblin God,"Cong Ge Bu Lin Dao Ge Bu Lin Shen, Cóng Gē Bù Lín Dào Gē Bù Lín Shén, From Goblin to Goblin God, 从哥布林到哥布林神",Manhua,Lin Tian bereinkarnasi sebagai goblin makhluk ajaib tingkat terendah dan pada awalnya dia harus bersembunyi Kemudian dia sepenuhnya melepaskan sifat asli seorang goblin Diberkati dengan banyak keturunan semakin banyak anak yang dimilikinya semakin kuat pula dia berkat berkah dari para dewa,"Action, Drama, Fantasy, Shounen",淮南为橘.,-,7.8,https://westmanga.fun/wp-content/uploads/2024/06/From-Goblin-to-Goblin-God.jpg,-
Frontier Diary,"Frontier Diary, フロンティアダイアリー",Manga,"Saphate adalah putra kedua dari keluarga bangsawan GreedKeserakahan
Dia membenci cara klannya memeras uang dari populasi dan cara membuangnya dan ketika dia menentang cara bertindak keluarganya dia diusir
Meskipun dia kehilangan pekerjaan di Akademi Sihir dan menjadi pengembara dia berhasil hidup normal dengan mantan rekan elf dan pelayan kucing yang bekerja untuk keluarganya dan meninggalkan pekerjaannya untuk mengikutinya
Ini adalah kisah yang menceritakan kehidupan sehariharinya","Adventure, Drama, Fantasy, Harem, Magic, Slice of Life",Kyo Zip (Story),-,6.0,https://westmanga.fun/wp-content/uploads/2021/01/1610739135-7445-getImage-211x300.jpg,-
Frozen Frontiers,"Ji Han Zhan Ji, Arctic Cold War, Extreme Cold War, Frozen Frontiers, Jí Hán Zhàn Jì, 极寒战纪",Manhua,"Zaman Es akan datang sebuah kiamat yang brutal dan tak kenal ampun Aku dikhianati dan dibunuh oleh orang yang diamdiam kucintai
Setelah terlahir kembali saya memperoleh kemampuan ajaib makanan apa pun yang masuk ke mulut saya berubah menjadi makhluk hidup dan saya dapat memperbesar daging babi dengan tangan saya Di tengah krisis yang meningkat kali ini saya akan hidup untuk diri saya sendiri","Action, Drama, Fantasy, Shounen",漫创堂,-,7.0,https://westmanga.fun/wp-content/uploads/2024/06/Frozen-Frontiers.jpg,-
Fuguu Skill No Renkinjutsushi Henkyou O Kaitaku Suru Kizoku No Sannan Ni Tensei Shita No De Oida Sarenai You Ni Ryouchi Keiei Shite Mita,不遇スキルの錬金術師,Manga,Gagak putra ketiga seorang bangsawan diberikan keterampilan alkimia yang dianggap tidak menguntungkan di dunia ini tidak seperti kakak lakilakinya yang memiliki keterampilan luar biasa Itu membuat saya begitu putus asa sehingga saya terpesona oleh perbatasan  tetapi saya sadar bahwa saya telah mendapatkan kembali ingatan kehidupan saya sebelumnya tentang hidup di Jepang modern Alkimia memiliki potensi luar biasa Sambil menyembunyikan rahasia semacam itu di dadaku aku menggunakan alkimia untuk membangun dinding tanah menjinakkan monster dan menempa golem yang tak terkalahkan Kemudian itu menyebabkan banyak keajaiban,"Action, Comedy, Fantasy, Romance",Tsuchineko,-,7.0,https://westmanga.fun/wp-content/uploads/2022/02/Fuguu-Skill-No-Renkinjutsushi-Henkyou-O-Kaitaku-Suru-211x300.jpg,-
Fuguu Skill no Shien Madoushi Party wo Tsuihousareta kedo Chokugo no Skill Update de Shin no Chikara ni Mezamete Saikyou ni natta,The Supporting Enchanter of Desperate Skill,Manga,"Di dunia ini Skill menentukan masa depan Anda
Iota adalah mage Support dengan hanya satu Skill Support yang sangat tidak populer Dalam profesi di mana sulit untuk menaikkan levelmu Iota bahkan lebih lambat dari yang lain Alhasil perbedaan kemampuannya dengan temantemannya berangsurangsur melebar dan akhirnya sang leader Laguiole mengeluarkannya dari party
Tapi apa yang mereka tidak tahu adalah bahwa keterampilan Iota tidak hanya mendukung sihir Itu adalah satusatunya skill terkuat Ini adalah kisah sukses salah satu support mage yang tidak beruntung","Action, Adventure, Drama, Fantasy",Shirukan,MOTOYAMA Torajiro,7.0,https://westmanga.fun/wp-content/uploads/2022/10/Fuguu-Skill-no-Shien-Madoushi-–-Party-wo-Tsuihousareta-kedo-Chokugo-no-Skill-Update-de-Shin-no-Chikara-ni-Mezamete-Saikyou-ni-natta.jpg,-
Fuguushoku Ningyou Tsukai no Nariagari,"Rise of the unfortunate job [Puppeteer] Rise up to the strongest with a beautiful girl doll at the fastest speed, 不遇職【人形遣い】の成り上がり 美少女人形と最強まで最高速で上りつめる",Manga,"Bercerita tentang MC kita Ike yang memiliki JOB Jonesmania master Ralat maksudnya Puppeteer pengguna boneka yang mana job ini adalah Job ampass karena pengguna boneka biasanya hanya dijadikan sebagai umpan untuk menarik perhatian monster namun berbeda dari yang lain Ike memperlakukan bonekanya selayaknya rekan penting baginya Sungguh bijak MC kita ini mengingatkanku dengan jonesmania yang selalu halu jadi anime biar bisa lari dari pahitnya kenyataan halu memang tidak salah tapi kalo berlebihan takutnya lu dikira orang gila gw ada saran buat kalian meskipun kenyataan memang pahit tapi 
baca selengkapnya","Adventure, Fantasy, Shounen",Yamata Nagato,Muratan,7.91,https://westmanga.fun/wp-content/uploads/2022/10/Fuguushoku-Ningyou-Tsukai-no-Nariagari-211x300.jpg,-
Fuguushoku Kajishi dakedo Saikyou desu Kizukeba Nandemo Tsukureru you ni Natteita Otoko no Nonbiri Slow Life,"Although It’s the Weakest and Unprofitable Occupation,『Blacksmith』, Has Become the Strongest. ~Realized He Can Make Anything He Wants, the Man Started His Leisurely Life~, Weakest Occupation “Blacksmith” Become the Strongest, The Weakest Occupation ""Blacksmith,"" but It's Actually the Strongest, 不遇職『鍛冶師』だけど最強です, 不遇職『鍛冶師』だけど最強です　～気づけば何でも作れるようになっていた男ののんびりスローライフ～",Manga,Orangorang di dunia ini diberikan pekerjaan dan senjata yang disebut Harta Karun Ilahi oleh Tuhan Dikatakan bahwa harta itu sangat kuat dan tidak bisa dibandingkan dengan senjata buatan manusia Itulah mengapa pekerjaan yang disebut Pandai Besi yang bisa membuat dan memodifikasi senjata yang disebut terlemah Protagonis utama Relius yang mendapatkan pekerjaan terlemah Dia menyerah untuk menjadi petualang dan bekerja di sebuah penginapan tetapi dia menyadari bahwa dia bisa membuat Apa saja Dia yang membuat apa yang dia suka menjadi sadar akan hubungan itu dengan bangsawan terkenal dan gadis cantik,"Adventure, Fantasy, Harem, Romance, Shounen, Slice of Life, Supernatural",KIJIMA Ryuta,-,6.0,https://westmanga.fun/wp-content/uploads/2021/01/1610796941-7232-Fuguushoku-Kajishi-dakedo-Saikyou-desu.jpg,-
Fuguushoku To Baka Ni Saremashita Ga Jissai Wa Sorehodo Waruku Arimasen,"You were ridiculed as an unlucky job, but isn't it really that bad?, 不遇職とバカにされましたが、実際はそれほど悪くありません?",Manga,Mnceritakan reito yang terperosok ke dalam retakan dimansi lain dan bertemu seorang dewi dan tak di sadari dia gak bisa kembali ke duania asalnya dan berakhir dia harus ber reinkarnasi ke dunia lain akan tetapi dia bukannya bahagia namun malah dibuang oleh ayah nya karna punya JOB ampas,"Action, Adventure, Comedy, Fantasy, Isekai",Updating...,-,6.0,https://westmanga.fun/wp-content/uploads/2021/01/1610744643-6078-People-Made-Fun-of-Me-for-Being-Jobless-but-Its-Not-Bad-at-All-211x300.jpg,-
Fuin Maou wa Mederaretai,"Sealed Demon King wants to be loved, 封印魔王は愛でられたい",Manga,Gadis kampung nemu bola bulu nan imut beberapa tahun kemudian dia mencoba untuk menciumnya sambil berkata aku mencintaimu tiada angin tiada hujan bola bulu ngemesin malah berubah jadi omom yang ngakungaku Maou,"Comedy, Demons, Fantasy, Romance, Shoujo",AKISAKI Rio,-,6.0,https://westmanga.fun/wp-content/uploads/2021/01/1610798326-6665--212x300.jpg,-
Fukanzen De Fueisei De Fushidara,不完全で不衛生でふしだら,Manga,Ryuuji Hizumi tidak memiliki teman dan tidak semangat untuk hidup tetapi hidupnya berbalik 180 derajat setelah bertemu dengan Maiko Yugami gadis ramah dan riuh yang kebetulan memiliki fetish serius untuk giginya yang bolong,"Comedy, Romance, School life, Seinen, Slice of Life",Sunohara Fuuka,-,7.0,https://westmanga.fun/wp-content/uploads/2022/01/Fukanzen-De-Fueisei-De-Fushidara-211x300.jpg,-
Fukushuu Kansuisha no Jinsei Nishuume,"Avenger's Second Lifetime Around In Another World, 復讐完遂者の人生二周目異世界譚",Manga,"Komik Fukushuu Kansuisha no Jinsei Nishuume menceritakan tentang Kousuke Kurono yang ingin membalaskan dendamnya Setelah diperkosa adik kesayangannya ditelantarkanditinggalkan pilih dalam kedinginan hingga mati
Sejak dia berumur 13 tahun Kousuke akan melakukan apapun untuk pembalasannya
5 tahun telah berlalu dia sudah membalaskan dendamnya tapi dia hidup sematamata demi membalaskan dendamnya saat pembalasan dendamnya tercapai setelahnya dia tidak bisa mengumpulkan tekad untuk hidup Karena itu dengan pisau yang sama dia gunakan untuk membunuh pelakunya dia menggorok lehernya sendiri Namun dia kemudian mendengar suara Apa itu tidak siasia Ketika dia datang dia tidak dapat menemukan rumahnya negaranya maupun dunianya Itu adalah dunia lain","Action, Adventure, Drama, Ecchi, Fantasy, Isekai, Magic, Mature, Reincarnation, Tragedy",Mitaka Hozumi,-,6.29,https://westmanga.fun/wp-content/uploads/2021/01/1610782125-1773-Avengers-Second-Lifetime-Around-In-Another-World-211x300.jpg,-
Fukushuu Kyoushitsu,"Revenge Classroom, 復讐教室 İntikam Sınıfı Revenge Classroom 复仇教室 復讐教室",Manga,Menceritakan tentang Fujisawa Ayana murid yang sering dibully oleh teman sekelasnya dan memutuskan untuk melawan temanteman sekelasnya dengan cara yang lebih mengerikan,"Action, Drama, Gore, Horror, Mature, Psychological, School life, Seinen, Shounen, Tragedy",YAMAZAKI Karasu,KANAME Ryu,7.3,https://westmanga.fun/wp-content/uploads/2021/10/abede638-260a-4291-995d-b6410058c23f.jpg.512-211x300.jpg,2013
Fukushuu No Kyoukasho,"復讐の教科書, Textbook of Revenge",Manga,"Youtaro Kurose yang memiliki impian untuk menjadi seorang guru mengagumi wali kelasnya Shiratorisensei dan juga merupakan seorang target pembulian Namun suatu hari karena takut bahwa kasus pembulian itu akan terbongkar temanteman yang membuli dirinya pun memanggilnya ke atap dan berkata Sebelum perbuatan yang kami lakukan ketahuan bisakah kau bunuh diri
Kurose yang merasa takut pada mereka pun tanpa diduga tergelincir dan jatuh bebas
Hei Sensei Bisakah Sensei memberiku kesempatan untuk satu kali lagi","Action, Drama, School life, Shounen, Thriller",Hirose Shun,Kei Kono,7.0,https://westmanga.fun/wp-content/uploads/2022/01/Fukushuu-No-Kyoukasho-200x300.jpg,-
Fukushuu o Koinegau Saikyou Yuusha wa Yami no Chikara de Senmetsu Musou Suru,"The Hero Who Seeks Revenge Shall Exterminate With Darkness, 復讐を希う最強勇者は、闇の力で殲滅無双する",Manga,"Raoul yang telah mengalahkan raja iblis sebagai pahlawan terkuat seharusnya menjadi penyelamat dunia
Setelah teman dan keluarganya yang berharga dibunuh oleh bangsawan yang haus kekuasaan dia dieksekusi dengan tuduhan palsu yang diajukan kepadanya oleh sang putri Tepat sebelum hidupnya runtuh akhirnya hatinya jatuh ke dalam kegelapan
Aku akan mencabikcabik pengkhianat itu dari satu sisi ke sisi lainnya Bakar mereka di tiang pancang Pisahkan mereka menjadi beberapa bagian Tusuk mereka Aku akan membunuh setiap bajingan itu tanpa ampun dan membuat mereka merasakan penderitaan neraka
Mendapatkan kekuatan kegelapan Raoul dihidupkan kembali Berkata dia bersumpah akan membalas dendam
Oh aku sangat menantikannya  mulai sekarang aku akan menikmati darah mereka sesukaku
Beberapa hari setelah kebangkitan pahlawan di ibukota kekaisaran di mana bungabunga bermekaran dengan berlimpah parade yang akan menuju tragedi dimulai","Action, Adventure, Comedy, Drama, Ecchi, Fantasy, Gore, Magic, Reincarnation, Seinen, Tragedy","Ononata Manimani, Sakamoto Akira",-,7.54,https://westmanga.fun/wp-content/uploads/2021/01/1610738916-1177-The-Hero-Who-Seeks-Revenge-Shall-Exterminate-With-Darkness-211x300.jpg,-
Fulldrum,"Fulldrum, フルドラム",Manga,Hino terobsesi bermain olahraga di SMA tapi bukan karena dia suka olahraga dia tidak atau ada baiknya mereka dia sebenarnya tidak Dia melakukannya karena itulah cara untuk mendapatkan pacar atau begitulah menurutnya Setelah ditendang keluar dari setengah klub olah raga sekolahnya dia masih yakin bahwa dia belum menemukan olahraga yang benarbenar dia inginkan Ketika dia secara harfiah bertemu dengan Noborito Ayako manajer klub rubble cinta pada pandangan pertama untuknya tapi yang dia cari hanyalah tubuh hangat lainnya untuk klub rugby yang sedang berjuang Mungkinkah ini kesempatan yang dia tunggutunggu,"Comedy, Romance",-,-,6.5,https://westmanga.fun/wp-content/uploads/2021/01/1610718489-8071-dgsg.jpg,-
Fumetsu No Anata e,"A ti, el inmortal, Für dich, den Unsterblichen (German), Gửi Em Người Bất Tử, Ku twej wieczności (Polish), To You, the Immortal, To Your Eternity, Uma Vida Imortal, Your Immortal Self, Ölümsüz Sana (Turkish), إلى أبديتك, إليك، أيُها الخالد, แด่เธอผู้เป็นนิรันดร์ (Thai), 不滅のあなたへ, 致不灭的??, 불멸의 그대에게 (Korean)",Manga,Makhluk abadi dikirim ke permukaan bumi dan bertemu dengan seorang anak lakilaki yang tinggal sendirian di tengah tundra Makhluk itu dapat mengambil bentuk dari bendabenda yang sekarat tetapi hanya jika dorongannya lebih kuat dari yang sebelumnya Pengalaman dan pertemuan seperti apa yang akan ditemui makhluk tersebut selama hidup selamanya,"Adventure, Drama, Shounen, Supernatural",OOIMA Yoshitoki,OOIMA Yoshitoki,8.5,https://westmanga.fun/wp-content/uploads/2021/06/fnae.jpg,-
Fun Territory Defense Of The Easygoing Lord the Nameless Village Is Made Into The Strongest Fortified City By Production Magic,お気楽領主の楽しい領地防衛 〜生産系魔術で名もなき村を最強の城塞都市に〜,Manga,"Anak seorang bangsawan Van tibatiba teringat kehidupan masa lalunya ketika ia berusia dua tahun Van pernah diisukan menjadi anak ajaib Namun pada usia delapan tahun Dia ditemukan memiliki bakat untuk sihir produksi bakat yang tidak berguna Dia kemudian segera diusir dari keluarga bangsawannya Menantang kesulitan kehidupan desa Van terus mengembangkan dan mempertahankan desanya Segera desa tanpa nama itu berubah menjadi kota meskipun alangkah baiknya jika naganaga itu berhenti menyerang kita 

yaah hal sama lagi ketika para pejuang cinta yaitu jonemania kita terusir oleh waktu dan pria tamvan hingga melihat penampakan cwk nya pun gak bisa sabar yak para jonesmania kita ingat jodoh mu mungkin masih berupa benih embrio v","Action, Comedy, Fantasy, Harem, Isekai, Romance",Mune Akaike,Mune Akaike,7.5,https://westmanga.fun/wp-content/uploads/2021/09/ttt.jpg,-
Fundari Kettari Aishitari,"Họa vô đơn chí, chuyện ái tình, 不踹不踩不成愛, 打是亲骂是爱、爱得不够用脚踹, 踏んだり、蹴ったり、愛したり",Manga,Kaho sibuk bekerja keras setiap hari dan kelelahan baik secara mental maupun fisik Satusatunya jalan keluarnya adalah minum dengan Akira yang tampan yang suka minum merokok berkelahi dan bersenangsenang,"Comedy, Drama, Josei, Shoujo",ICHIYA Sumi,-,7.0,https://westmanga.fun/wp-content/uploads/2023/06/Fundari-Kettari-Aishitari-212x300.jpg,-
Fureru to Kikoeru,"If I touch you, I can hear your inside words.",Manga,"Jika aku menyentuh mu aku tahu apa yang kau pikirkan
Itu adalah kemampuan supernatural yang di miliki Satori Osanaga bagi dia itu adalah sebuah kutukan dibandingkan sebuah anugerah Karena kekuataannya keinginan terbesarnya agar tidak pernah disentuh oleh siapapun Satori jatuh cinta pada Sou Izumisawa karena kebaikan dari Sou yang tidak memperlakukannya berbedaSatori menjelaskan asal muasal kutukannya ke Sou dan memberikan sebuah solusi Jika dia bisa membuatnya berhenti jatuh cinta padanya dia akan kehilangan kekuataannya Bagaimana cara Sou membuat Satori tidak jatuh cinta lagi padanya","Drama, Romance, School, Shounen, Supernatural","Honna, Wakou (Story & Art)",-,6.0,https://westmanga.fun/wp-content/uploads/2021/01/1610735038-2661-188785-190x300.jpg,-
